# 2014/04/28 - 13:26
SP_PRIMARY,PDB
Q95KP4,1w52
Q95LC7,2lla
Q95NJ8,1s8k
Q95NK7,1pvz
Q95NL6,2jks
Q95NM6,3s5b
Q95NY5,3ngv;3nhi;3nht
Q95P16,2erw;2f3c
Q95PA1,1l4a
Q95PM0,2p7u;2p86
Q95RR8,4bwp
Q95VF7,1acf
Q95VR4,1pp7;1pp8;1q87;1q88;1q89
Q95VY4,1yiy;1yiz;2r5c;2r5e
Q95W13,3stb;4dni
Q95W15,4dk3;4dk6;4dka
Q95W85,1yzw
Q95WL3,3iba;3ick;3icm;3icn;3icz;4dwb;4dwg;4dxj;4dzw;4e1e
Q95X01,1wcg
Q95YI2,1irr
Q95ZD7,2i54;2i55
Q95ZK7,3n89
Q960B1,3now
Q960X8,1dvp
Q960Z0,3j2u
Q961D9,3zpv
Q96242,2rch;2rcl;2rcm;3cli;3dsi;3dsj;3dsk
Q962A7,1xv3
Q962S2,3j39
Q962Y6,2v6o;2x8c;2x8g;2x8h;2x99;3h4k
Q96323,1gp4;1gp5;1gp6;2brt
Q96329,2ix5;2ix6
Q963I9,2rh7
Q96529,1dj2
Q96533,3uko;4gl4;4jji;4l0q
Q96554,3ucj;3uck;3ucm;3ucn;3uco
Q965D7,1z6b;1zhg;2okh;2oki;3az8;3az9;3aza;3azb
Q96662,2ajj;2ajm;2ajn;2ajo;2cjq;4dvk;4dvl;4dvn;4dw3;4dw4;4dw5;4dw7;4dwa;4dwc
Q966X9,2fo8;2h7w;2nnr;2nqd;2oul;3cbj;3cbk;3e1z
Q967M2,1l1q;1l1r
Q967R0,1u6f
Q968S7,2m5x;4hgu
Q969A2,3eoe;3gg8
Q969E1,2l1q
Q969E3,2rmh;3n93
Q969G6,1nb0;1nb9;1p4m;1q9s
Q969H0,2ovp;2ovq;2ovr
Q969H4,1wwv
Q969J5,3g9v
Q969M7,2edi;3fn1;4gba
Q969Q1,3ddt;4m3l
Q969R5,2w0t;3cey;3f70
Q969V6,2kvu;2kw9
Q96A08,3wkj
Q96A44,2v24
Q96A49,1x3a
Q96A58,2atv
Q96A83,4au2;4au3;4bj3
Q96AC1,2lgx;2lko;4f7h
Q96AE4,1j4w;2kxh;4lij
Q96AP0,2i46
Q96AT9,3ovp;3ovq;3ovr;3qc3
Q96AX1,4bx8;4bx9
Q96AY2,2ziu;2ziv;2ziw;2zix
Q96AZ6,1wlj
Q96B02,2a7l
Q96B26,2nn6
Q96B67,4n7h
Q96B97,2bz8;2k6d;2k9g;2o2o;2ydl
Q96BD5,2puy;2yql
Q96BD6,2jk9;3f2o
Q96BD8,4aj5;4c9y;4ca0
Q96BH1,2day;2dmf
Q96BM0,2loq
Q96BM9,1zd9;2h18;4ile
Q96BN8,3znv;3znx;3znz;4ksj;4ksk;4ksl
Q96BP3,2a2n
Q96BS4,2ipx
Q96BT7,2cq2;3thp;3tht
Q96BZ9,4hl4;4hlq
Q96C10,2rqa;2w4r;3eqt
Q96C23,1snz;1so0
Q96C24,2csz;3fdw
Q96C86,1st0;1st4;1xml;1xmm;3bl7;3bl9;3bla
Q96CA5,1oxn;1oxq;1oy7;1tw6;2i3h;2i3i;3f7g;3f7h;3f7i;3gt9;3gta;3uw5;4auq
Q96CB9,4fp9;4fzv
Q96CD2,1qzu
Q96CF2,3c3r
Q96CS3,2dam
Q96CS7,3aj4;3via
Q96CV9,2lo4;2lue;3vtv;3vtw
Q96CW1,1h6e
Q96CW9,3tbd;3zyg;3zyi
Q96D31,2mak;4ehq
Q96D96,3a2a
Q96DA0,3aqg
Q96DC8,2vx2
Q96DC9,1tff;4fjv
Q96DE0,2xsq;3cou;3mgm
Q96DN0,2l4c;4f9z
Q96DU3,2if7
Q96DU7,2a98
Q96DX5,3d9h;3zkj;3zng
Q96DZ5,2cp0
Q96E14,3mxn;3nbh;4day
Q96E29,3m66;3opg
Q96E93,3ff7
Q96EB3,3c5j
Q96EB6,4i5i;4if6;4ig9;4kxq
Q96EK4,2lau
Q96EK6,2huz;2o28;3cxp;3cxq;3cxs
Q96EP0,2ct7;4dbg;4juy;4ljo;4ljp;4ljq;4owf
Q96EP1,1lgp;1lgq;2xoc;2xoy;2xoz;2xp0
Q96EP5,2dgs;2dh8
Q96EQ9,4c1q
Q96ES7,3lx7;3me9;3mea;3met;3meu;3mev;3mew
Q96EY1,2ctt;2dn9
Q96EY8,2idx
Q96F10,2bei;2q4v
Q96F46,3jvf;4hsa
Q96F86,2vc8;2wax;2way;3d3j;3d3k
Q96FE5,2id5
Q96FI4,1tdh;4nrv
Q96FJ0,2znr;2znv
Q96FJ2,2xqq;3p8m
Q96FQ6,2l50;2l51;3nxa
Q96FV9,1wxp
Q96FW1,2zfy;3von;4ddg;4ddi;4dhz;4i6l;4ldt
Q96FX2,2jr7
Q96FZ7,2k3w;3htu
Q96G27,1jmq;1k5r
Q96G74,3pfy;3tmo;3tmp
Q96GA7,2rkb
Q96GD0,2cfr;2cfs;2cft;2oyc;2p27;2p69
Q96GD3,2p0k
Q96GD4,4af3
Q96GG9,3tdu;3tdz
Q96GM8,2fc6
Q96GX9,4m6r
Q96H20,2zme;3cuq
Q96HA8,3c9q
Q96HC4,2uzc
Q96HE7,3ahq;3ahr
Q96HL8,2d8h
Q96HN0,2nnu
Q96HN2,3gvp
Q96HN9,2o2v
Q96HR8,2eqn
Q96HS1,3mxo;3o0t
Q96HU8,2erx
Q96HY3,2hf5
Q96I15,3gzc;3gzd
Q96I25,2pe8;2peh
Q96I45,2lor
Q96IU4,1imj
Q96IV0,2ccq;2cm0
Q96IY1,4nf9
Q96IY4,3d66;3d67;3d68;3lms
Q96IZ0,2jk9
Q96IZ5,2cpx
Q96J02,2dmv;2kyk;2nq3;2p4r;2ysf;3tug
Q96J87,2dgq
Q96J92,2v3s;4ch9;4chb
Q96J94,2l5c;2l5d;3o3i;3o6e;3o7v
Q96JD1,1pw3
Q96JH8,1um1;3ec8
Q96JK2,3i89
Q96JM2,1x6f
Q96JM7,1wjq;1wjs;3ut1;4fl6;4l59
Q96JN0,2cob
Q96JN8,2e63
Q96JP2,2dlp
Q96JP5,2m9a
Q96JY0,2cto
Q96JY6,2pa1;3pdv
Q96JZ2,2cs0
Q96KC2,1yzg
Q96KC8,2cqq;2cqr
Q96KE9,2vkp
Q96KM6,2gqj
Q96KN2,3dlj
Q96KQ7,2o8j;3dm1;3k5k;3rjw;4nvq
Q96L21,3j3b
Q96L35,2hle
Q96L73,3ooi
Q96L92,4has
Q96L93,2v14
Q96L94,2ett
Q96LA8,4hc4
Q96LB8,2eav;2eax
Q96LB9,1sk3;1sk4;1twq;2aph
Q96LD8,1xt9;2bkq;2bkr
Q96LI5,3ngn;3ngo;3ngq
Q96LJ7,2qq5
Q96LL9,2yua
Q96LR5,1y6l
Q96LT9,3egn
Q96LW7,4dwn;4fh0
Q96ME7,2ctd
Q96MF2,2db6
Q96MF7,2yu4
Q96MG7,3nw0
Q96MN2,4ewi
Q96MU7,2yud
Q96MX6,3i2n
Q96NA2,1yhn
Q96NW4,4b93
Q96NX5,2jam
Q96NY8,4frw;4gjt;4jjh
Q96NY9,2mc3;2zix
Q96NZ8,2ddi;2ddj
Q96P09,1xb0;1xb1
Q96P11,2b9e
Q96P16,4jxt;4nac
Q96P20,3qf2
Q96P47,3ihw
Q96PC3,4hmy
Q96PD4,1jpy;3jvf
Q96PE7,3rmu
Q96PK6,2dnp
Q96PM5,2jrj;2k2c;2k2d
Q96PN6,4clf;4clk;4cll;4clp;4cls;4clt;4clu;4clw;4cly;4clz;4cm0;4cm2;4oya;4oyb;4oyi;4oym;4oyo;4oyp;4oyw;4oyx;4oyz;4oz2;4oz3
Q96PQ0,1wgo
Q96PR6,2db7
Q96PU4,1wy8;1z6u;2e6s;3oln
Q96PU5,2laj;2lb2;2lty;2nsq;2oni;3jvz;3jw0
Q96PU8,4jvh
Q96PY6,4apc;4b9d
Q96PZ7,2ehf
Q96Q11,1ou5
Q96Q83,2iuw
Q96QB1,2dky;2gyt;2kap;2loz;3kuq
Q96QF0,4lhx;4lhy;4lhz
Q96QK1,2r17
Q96QT6,2l9s;2lkm
Q96QV1,2wft;2wfx;2wg3;2wg4;3ho3;3ho4;3ho5
Q96QW7,2dad
Q96QZ7,1wbp;2kpk;2kpl;2q9v;2r4h;2ysd;2yse;2zaj;3bpu
Q96R05,1lpj
Q96RE7,3ga1
Q96RG2,1ll8;3dls
Q96RI0,2zpk;3qdz
Q96RI1,1osh;3bej;3dct;3dcu;3fli;3fxv;3gd2;3hc5;3hc6;3l1b;3okh;3oki;3olf;3omk;3omm;3oof;3ook;3p88;3p89;3rut;3ruu;3rvf;4ii6
Q96RJ3,1mpv;1oqe;1osx;1p0t;2hfg;3v56
Q96RK0,2m41;4j2j;4j2l
Q96RL1,2mkf;2mkg;2rr9
Q96RN5,2gut
Q96RP3,2rmg;3n95
Q96RQ3,2ejm
Q96RR4,2zv2
Q96RS0,3egi;3gdh
Q96RT1,1mfg;1mfl;1n7t;2h3l;2qbw;3ch8
Q96RU2,2lva
Q96RU3,2efl
Q96S42,4n1d
Q96S55,3vhs;3vht
Q96S82,2cwb;2den
Q96S90,2djp
Q96SB4,1wak;1wbp;3beg
Q96SD1,3w1b;3w1g;4htp
Q96SE7,2ema;2emp;2en4;2ene;2enf;2eoe;2eow;2eq0;2eq2;2eq3;2yti;2ytk;2ytn;2ytr;2yu8
Q96SI9,2dmy
Q96SL4,2p31
Q96SW2,4m91
Q96T51,2yqm;2yw8
Q96T58,1ow1;2rt5
Q96T60,2brf;2w3o
Q96T66,1nup;1nuq;1nur;1nus;1nut;1nuu
Q96T88,2faz;2l3r;2lgg;2lgk;2lgl;2pb7;3ask;3asl;3bi7;3clz;3db3;3db4;3dwh;3fl2;3shb;3sou;3sow;3sox;3t6r;3zvy;3zvz;4gy5
Q96TL7,2l3n
Q96TU3,1y4w;1y9g;1y9m
Q96UT6,3qvn;4gun
Q96UT7,1kya
Q96W94,1r3n;1r43;2v8d;2v8g;2v8h;2v8v;2vl1
Q96WV5,4j87;4j8b;4j8g
Q96X16,1n9e;1rky;1w7c
Q96X90,2zg6
Q96XE0,2eer
Q96XE7,2w11;2w43
Q96XN9,1wye;2dcn
Q96XQ7,2z0m
Q96Y14,2e2n;2e2o;2e2p;2e2q
Q96Y20,2ef7
Q96Y52,3iwt
Q96YJ2,1wvt
Q96YK1,4dpk;4dpl;4dpm
Q96YK6,2dht;2e0c;2e5m
Q96YM2,2eo4
Q96YV5,1ve0
Q96Z61,2ggs
Q96Z62,1wlt;2b9u
Q96ZM7,1vgm
Q96ZY1,2eb7;2gxg;2yr2;3gez;3gf2;3gfi;3gfj;3gfl;3gfm
Q970D9,3aab;3aac;3vqk;3vql;3vqm
Q970G9,1wy6
Q970L2,3adr
Q970Q8,2plr
Q970S6,2eqa;3aje;4e1b
Q970U0,2ekm
Q970U6,3vpb;3vpc
Q970Z7,1woz
Q971R4,2vl7
Q971Y6,2ep5
Q972A9,2ekl
Q972D2,2e5v
Q972I2,1ue8;3b4x
Q972K9,1vbf
Q972R9,2pjz
Q973C7,1wrj
Q973F5,3aix;3aiz
Q973H2,3hje
Q973T5,2ejx;3w9k
Q973T6,1x25
Q974C9,2d36;2d37;2d38
Q974G3,1wol
Q974H8,2ec2
Q974K3,2dgd
Q974S5,1vgp
Q975B5,2rbg
Q975D5,2ohd
Q975F9,2ggo;2ggq
Q975M2,3aix;3aiz
Q975N2,1ud9
Q975R3,2cv8
Q975W5,2zbc
Q976E4,2f7l
Q976G0,1wsc
Q976I3,1wyd
Q976J8,3vpb
Q976P3,2pd2
Q976W8,3aik;3ail;3aim;3ain;3aio
Q976Y0,2ece
Q977U7,2b5v;2b5w;2vwg;2vwh;2vwp;2vwq
Q977W1,2csb;2csd;3m6k;3m6z;3m7d;3m7g
Q977W3,3bxv
Q977Y3,3ik2
Q978J0,2rfm
Q978X0,3df8
Q979C2,3glv
Q97AG6,3gk5
Q97AP8,3lfk
Q97B68,3oj0
Q97BB8,3pzl
Q97BK3,3a1n;3a4v;3a9w;3ajr
Q97BR6,3c8m;3jsa
Q97C13,3dou
Q97CA4,4jyl
Q97CA5,3lpn;3lrt;3mbi;3nag
Q97CJ8,3mst
Q97CM7,3vtz
Q97CQ0,4o1s
Q97D74,3b81
Q97DC5,3g85
Q97DI0,3d0j
Q97DI6,2hq7
Q97DM1,1y7b;1yi7
Q97DY3,3cjp
Q97DZ9,3g7g
Q97E82,1vr0
Q97F65,1xx6
Q97F93,3ka5
Q97FB4,3mgk
Q97FM4,3f0z;3f10;3i0w;3i0x
Q97G05,2ig6
Q97G40,2p8j
Q97G83,3jw4
Q97GJ5,1y8c
Q97GQ1,1vl0
Q97H19,3k9t
Q97H22,2qh0;3hdp
Q97H28,2g6t
Q97I22,3hvy
Q97IL4,3ce9
Q97IT9,3e10
Q97IW1,3k1u
Q97JB7,3ftb
Q97JL1,3ccg
Q97K30,2glj
Q97K90,2k4y
Q97KL0,1vmh;1xbf
Q97KM0,3fbt
Q97KV0,3e0x
Q97L65,3os7
Q97LM8,1zmb
Q97LU2,4eue;4euf;4euh
Q97LU5,2q5c
Q97LY2,3mc1
Q97MB6,2i9u
Q97MC0,3tvi
Q97MN4,3mgd
Q97MP0,3dns
Q97N37,2l97
Q97N65,3fb9
Q97N67,2ibo
Q97N74,1w9r
Q97N88,4c23
Q97N89,4c24;4c25
Q97N96,2j1r;2j1s;2j1t;2j1u;2j1v;2j22;2wmf;2wmg;2wmh
Q97N97,4c20;4c21;4c22
Q97NA8,3qpf;3qry;3qsp
Q97NB0,2gup
Q97NG6,2go7
Q97NR6,1sqs;2oys
Q97NS4,2i79
Q97NU9,2m7o
Q97NW2,2heu;2hfb;2hq0;2i58
Q97NX4,3ck2
Q97NZ8,4i82
Q97P11,3zpp
Q97P69,4iaj
Q97P71,3zgh;3zgi
Q97PF7,4hfq
Q97PJ9,3kr9;3ku1
Q97PK0,2fyw
Q97PK6,1q3t
Q97PL5,3pn9
Q97PM2,3o90;3o91;3o92;3o93;3o94
Q97PN8,2q7x
Q97PP5,2hng
Q97PV8,2ho5;4iq0;4nhe
Q97PY9,2hsj
Q97Q24,1ydf
Q97Q31,4lat
Q97Q59,2iaz
Q97QE9,1jyk;1jyl
Q97QF0,3uqz
Q97QH2,4oen
Q97QH6,2b06
Q97QI1,2gk4
Q97QM8,2cs7
Q97QP1,1vqz
Q97QS2,1w6t
Q97QT9,3op1
Q97QU3,2idl
Q97QV1,2be3
Q97QX5,3lft
Q97QZ1,2p5t
Q97QZ2,2p5t
Q97R09,4hmo;4hmp;4hmq
Q97R26,2gyy;2gz1;2gz2;2gz3
Q97R36,2yp6;4hqz
Q97R43,3mms
Q97R46,1g95;1g97;1hm0;1hm8;1hm9
Q97R47,4ff5
Q97R81,3go5
Q97RI5,2hiy
Q97RK1,2fi1
Q97RM2,2l3a;3obh;4g06
Q97RR3,2i7r
Q97RS7,1z72
Q97RX4,4evm;4hqs
Q97S03,2b67
Q97S09,2uz0
Q97S37,4ipl;4ipn
Q97S59,1g2r
Q97S61,1ib8
Q97S90,2l7y;2xqx
Q97SA8,3nbm
Q97SB9,2w1j;2wts
Q97SC1,4oq1
Q97SC2,2l4o;2x9w;2x9x;2x9y;2x9z;2y1v;3rpk
Q97SC3,2ww8
Q97SI1,2oi2
Q97SL3,2ppw
Q97SP8,4icq;4icr;4ics
Q97SQ7,2j44;2ya0;2ya1;2ya2
Q97SR5,2la3
Q97SR8,2atr
Q97SS7,2gnp
Q97ST4,2ha9
Q97SW6,3ge2
Q97SY1,4e94;4eys
Q97SY7,4ffj
Q97T10,2pok
Q97T37,2pqv
Q97T38,2hma
Q97T51,2ah5
Q97T85,3i0z
Q97T90,4e8c;4e8d
Q97TX9,4ic1
Q97U11,1vmg
Q97U20,3ddj
Q97U29,2v78;2var
Q97UA0,2q18;2q19;2q1a;2q1c;2q1d;3bqb
Q97UQ9,3ilx
Q97UU7,2iye;2yj3;2yj4;2yj5;2yj6
Q97UY8,1oxs;1oxt;1oxu;1oxv;1oxx
Q97V10,4hw0
Q97V23,3f8k
Q97VD2,4lqx
Q97VL0,3hjp
Q97VM5,3zrp;3zrq;3zrr
Q97VS8,1vph
Q97VT7,2vc5;2vc7;3uf9;4ker;4kes;4ket;4keu;4kev;4kez;4kf1
Q97VU1,2rau
Q97VZ7,2dxp;2i6i;2i6j;2i6m;2i6o;2i6p;3ro1
Q97VZ8,2w0m
Q97W02,1jx4;1jxl;1n48;1n56;1ryr;1rys;1s0m;1s0n;1s0o;1s10;1s97;1s9f;2ago;2agp;2agq;2asd;2asj;2asl;2atl;2au0;2bq3;2bqr;2bqu;2br0;2c22;2c28;2c2d;2c2e;2c2r;2ia6;2ibk;2imw;2j6s;2j6t;2j6u;2jef;2jeg;2jei;2jej;2r8g;2r8h;2r8i;2rdi;2rdj;2uvr;2uvu;2uvv;2uvw;2v4q;2v4r;2v9w;2va2;2va3;2w8k;2w8l;2w9a;2w9b;2w9c;2xc9;2xca;2xcp;3fds;3gii;3gij;3gik;3gil;3gim;3khg;3khh;3khl;3khr;3m9m;3m9n;3m9o;3pr4;3pr5;3pvx;3pw0;3pw2;3pw4;3pw5;3pw7;3qz7;3qz8;3raq;3rax;3rb0;3rb3;3rb4;3rb6;3rbd;3rbe;3t5h;3t5j;3t5k;3t5l;3v6h;3v6j;3v6k;4f4w;4f4x;4f4y;4f4z;4f50;4fbt;4fbu;4g3i;4gc6;4gc7;4juz;4jv0;4jv1;4jv2
Q97W15,3d5n
Q97W59,2nxu;2qmu;2qn6;3cw2;3v11
Q97W73,1o7i
Q97W92,2azj;2azk
Q97W94,2a8y;3t94
Q97WD0,3eeq
Q97WD2,2gf6
Q97WF3,2x4h
Q97WH1,2ygk
Q97WH6,3t8i
Q97WI4,3hhv
Q97WL0,2qzc
Q97WM8,2qby
Q97WP9,3drn
Q97WQ4,3irb
Q97WV8,4ill;4ilm;4ilr
Q97WX5,2x5q
Q97XB5,3lhf
Q97XK8,2xvo
Q97XP0,2rff
Q97XQ7,1z63;1z6a
Q97XZ3,3l8k
Q97Y08,2fna
Q97Y68,2f4f;2f5g
Q97Y85,3exc
Q97Y88,2wte
Q97Y91,3ps0
Q97Y96,3zfv
Q97YC2,2i8e;2ivy
Q97YC8,3zc4
Q97YD2,3qyf
Q97YD5,2i71
Q97YG9,3f3x
Q97YL0,4mud
Q97YM2,2h6e
Q97YX4,3i9f
Q97YX6,1ob8;1ob9
Q97Z17,2qs7
Q97Z18,3mc3
Q97Z21,4mnn
Q97Z22,2mdt
Q97Z79,2aho;2qmu;2qn6;3cw2;3qsy;3v11
Q97Z83,1zt2
Q97Z84,2hii;2hik;2io4;2ix2;2izo;2nti;3fds
Q97Z89,2nwu
Q97Z90,3h0k;3lw7
Q97ZE1,2kjg
Q97ZE2,2j4j;2j4k;2j4l
Q97ZE3,2jtm;3kxt;3lwh;3lwi
Q97ZE7,1qzw;1qzx;2iy3;3kl4;3zn8
Q97ZF4,1udv;2a2y;2bky
Q97ZH3,3icx;3id5;3id6;3pla
Q97ZJ5,2xvc
Q97ZJ6,2xvc
Q97ZJ7,2v6y;4lgm
Q97ZJ9,2pmz;3hkz
Q97ZK2,3fhg
Q97ZL0,1y9o;2bjd;2bje;4oix;4oj1
Q97ZQ0,1th7
Q97ZR0,2x3d
Q97ZS5,3t8j
Q97ZX7,2pmz;3hkz
Q980A3,2pmz;3hkz
Q980A5,2aho;2plf;2pmd;2qmu;2qn6;3cw2;3i1f;3pen;3qsy;3sjz;3v11;4m0l;4m2l;4m4s;4m53
Q980B8,3hkz
Q980C1,2joy;2kds
Q980E5,3tco
Q980K0,2pa8;2pmz;3hkz
Q980K5,3ozx
Q980L5,3hkz
Q980M3,2qtf;2qth;3kxi;3kxk;3kxl
Q980M5,1q1h
Q980N4,2qby
Q980Q4,1vst;1xtt;1xtu;1xtv;3g6w
Q980Q9,2pmz;3hkz
Q980R1,2pmz;3hkz
Q980R2,2pmz;3hkz
Q980R9,2x7b;4lx9
Q980S6,3nva
Q980S9,4hpv;4k0b;4l2z;4l7i
Q980T8,2hiv;2hix
Q980U8,2izo
Q980V1,1xty
Q980V5,2ayj
Q980W2,3ktw
Q980W3,2kco
Q980Z8,2pmz;3hkz
Q98147,1g3n
Q98157,1cm9;1hff;1hfg;1hfn;1hhv;1vmp;2fht;2fj2
Q981G2,2p10
Q981H6,2poz
Q98325,2bbr;2bbz;2f1s
Q983D6,3b5e
Q983T0,3fh1
Q986E8,3hk4
Q986N2,2obx
Q987B2,3gju
Q987E0,2oz8
Q98823,1i1r
Q98826,4jmr
Q98830,4jmr
Q988B7,3ndr;3nug;3rwb
Q988B8,2z9u;2z9v;2z9w;2z9x
Q988B9,3aj3;4kep;4keq
Q988D0,2z7b
Q988D3,3alj;3all;3alm;3gmb;3gmc;4gf7;4h2n;4h2p;4h2q;4h2r;4jy2;4jy3
Q988D4,3kxp
Q988L5,2hq9
Q98945,2pi7
Q989D4,3snk
Q98AA0,2qj8
Q98BN1,3bde
Q98BZ3,3dxq
Q98D42,2bsz
Q98D70,3bhq
Q98ES4,3c1l
Q98F67,3bkw
Q98FH6,3q64
Q98FZ2,3rd6
Q98GG1,1r9c
Q98GN8,1u12;1vp6;2k0g;2kxl;2zd9;3beh;3cl1;3clp;3co2;4chv;4chw
Q98H03,3pi7
Q98H69,3qqm
Q98I56,2o2x
Q98IT8,3q63
Q98IZ3,3hx8
Q98VG9,3eti;3ew5;3gzf;3jzt;3ub0
Q98XH7,3o6l;3o6m
Q98Y46,2bss
Q98ZP7,2if9;2ipr;2itj;2itl;2nl8;2ntc;2tbd
Q99003,1o9v;1o9w;1o9z;1zpl;2bsc;3f64;3f6j
Q99034,1qoz
Q99036,1qno;1qnp;1qnq;1qnr;1qns
Q99040,2zic;2zid
Q99062,2d9q
Q99075,1xdt;2m8s
Q99081,2knh;4jol
Q99104,2ix7;3wb8;4kp3
Q99176,2caz;2f66;2p22
Q991M3,3sku
Q99220,2yma
Q99250,2kav;4jpz
Q99257,1of5;2jp7;2khh
Q99259,2okj;3vp6
Q99278,3j1o;3r84;3rj1;4gwp;4gwq;4h62
Q99279,1fx2
Q99280,1fx4
Q992I2,2bsf;2jjl;2vrs
Q99315,4ol8
Q99380,1rkl
Q99383,2cjk;2km8
Q99385,4k1c
Q993A8,2ny1;2ny3
Q99405,1mpt;1wsd
Q99417,2yy0
Q99418,1pbv;1r8m;1r8q;1r8s;1s9d;4jmi;4jmo;4jwl;4jxh;4l5m
Q99439,1wyn
Q99447,3elb
Q99459,2dim;2din
Q99467,3b2d
Q99490,2bmj;2iwr;2rlo
Q99496,2h0d;3gs2;3h8h;3ixs;3rpg
Q99497,1j42;1p5f;1pdv;1pdw;1pe0;1q2u;1soa;1ucf;2or3;2r1t;2r1u;2r1v;2rk3;2rk4;2rk6;3b36;3b38;3b3a;3bwe;3cy6;3cyf;3cz9;3cza;3ezg;3f71;3sf8;4bte;4mnt;4mtc;4n0m;4n12;4oq4;4p2g;4p34;4p35;4p36
Q994K2,3wfv
Q994Q3,3u71
Q99523,3f6k;3g2u;3g2v;4msl;4n7e
Q99538,4aw9;4awa;4awb;4fgu
Q99543,2m2e
Q99549,3lwe;3qo2;3r93;3svm
Q99551,3mva;3mvb;3n6s;3n7q
Q99558,4dn5;4g3d;4idt;4idv
Q99574,3f02;3f5n;3fgq
Q99581,2ypr;3zp5
Q99584,1yur;1yus;1yut;1yuu;2egd;2h2k;2k8m;2ki4;2ki6;2kot;2l5x;2le9
Q99593,2x6u;2x6v
Q99598,3pja;3qb5
Q99616,2ra4
Q99619,3emw
Q99633,2dk4
Q99638,3a1j;3g65;3ggr
Q99640,3p1a
Q99653,2e30
Q99661,2heh
Q99675,2ea5
Q99683,2clq;3vw6;4bf2;4bhn;4bib;4bic;4bid;4bie
Q99685,3hju;3jw8;3jwe;3pe6
Q99697,2l7f;2l7m;2lkx
Q99700,3ktr
Q99704,2v76
Q99707,2o2k;4ccz
Q99708,2l4z
Q99714,1so8;1u7t;2o23
Q99728,1jm7;2nte;2r1z;3c5r;3fa2
Q99729,3s7r
Q99741,2cch;2cci;4i5l;4i5n
Q99757,1uvz;1w4v;1w89
Q99759,2c60;2jrh;2pph
Q99801,2l9r
Q99814,1p97;2a24;3f1n;3f1o;3f1p;3h7w;3h82;4ghi;4gs9
Q99816,1kpp;1kpq;1m4p;1m4q;1s1q;2f0r;3iv1;3obq;3obs;3obu;3obx;3p9g;3p9h;4eje
Q99828,1dgu;1dgv;1xo5;1y1a;2l4h;2l4i;2lm5
Q99835,4jkv;4n4w;4o9r
Q99836,2js7;2z5v;3mop;4dom;4eo7
Q99856,2kk0;4ljx
Q99895,4h4f
Q99933,1hx1;1wxv;3fzf;3fzh;3fzk;3fzl;3fzm;3ldq;3m3z
Q99952,2oc3;4gfu;4gfv
Q99956,2hxp;3lj8
Q99958,1d5v
Q99959,3tt9
Q99962,1x03;1x04;2d4c
Q99963,2ew3;2z0v
Q99967,1p4q;1r8u
Q99986,2kty;2kul;2lav;2rsv;3op5
Q99AU2,2d3u;2d3z;2d41;2fvc;2gc8;2hai;2ijn;2qe2;2qe5;3hhk;3o8b;3o8c;3o8d;3o8r
Q99BV0,2k9h
Q99IB8,2kzq;2lif;2lvg;2xxd;2xym;3i5k;4aep;4aex;4e76;4e78;4e7a
Q99IU3,1tuh
Q99JB6,4i1l
Q99JB8,3m3w;3qe6;3syv
Q99JF5,3f0n
Q99JT9,1vr3
Q99JV5,1jss
Q99K10,3b3q
Q99K23,3oqc
Q99K48,2cpj;2rs8
Q99K90,3a9j
Q99KA8,2hel
Q99KK2,1qwj;3ewi
Q99KQ4,2gvl;2h3b;2h3d
Q99L83,2d6m;2d6p
Q99LC4,1ae6;1e6j;1f58;1gig;1jhk;1jnl;1jnn;2a1w;2ntf;2vir;2vis;2vit
Q99LE1,4kp3
Q99LG4,4abn
Q99LI7,2ond;2ooe
Q99LM3,2jv9;2k3s
Q99M75,3kj4
Q99MB1,3cig;3ciy
Q99MD6,2lv3
Q99ML1,2roc;2vof
Q99MV1,4b9w;4b9x
Q99MZ3,4gnt
Q99N13,1tqe
Q99NB8,2knz
Q99NC0,4eaz
Q99NH2,2koh;2koj
Q99P58,2iey;2iez;2if0;2zet
Q99P68,2kd3
Q99P72,2ko2
Q99P86,1rh7
Q99P87,1rfx;1rgx
Q99PF4,2wbx;2wcp;2wd0;2whv;3mvs;4apx;4aq8;4aqa;4aqe;4axw
Q99PJ1,4apx;4aq8;4aqa;4aqe;4axw
Q99PT1,4f38
Q99PZ6,4bvu
Q99Q45,3ram
Q99QC1,1zkj
Q99QI5,2i2j
Q99QS1,1yn3
Q99QV3,2dg0;2dg1;2dso
Q99QX5,3bfv
Q99R37,3g17
Q99R58,3nur
Q99R70,3d8p
Q99RB4,1r57
Q99RI5,3o66
Q99RJ7,3lur
Q99RQ6,1y7r
Q99RY8,4fil;4fkm
Q99S64,1yn4
Q99SD5,4hqe
Q99SD6,3ty7
Q99SX2,2qmw
Q99SY4,2qx2
Q99T05,3vmq;3vmr;3vms;3vmt
Q99T13,2hyd;4a82
Q99T72,4lqz
Q99TB7,3esh
Q99TM3,3t8r;3t8t
Q99TQ0,3bl6;4gmh
Q99TQ4,1rq8
Q99TW7,2vpq
Q99TY1,3rza
Q99TY5,3hcw
Q99U58,2ffm;2m6q;2m8w
Q99U68,3h4q
Q99UF4,3b2n
Q99UG9,1kq1;1kq2
Q99UJ0,3fym
Q99UN8,3im9
Q99UP8,3py9
Q99UR0,3doa
Q99UU6,3anz
Q99UU9,3t49;3t4a;4h6h;4h6i
Q99UX4,2o1a
Q99UY5,4h0a
