MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL1201866	Liraglutide	Protein	2010	A10BX07	A10BX07 [Alimentary Tract And Metabolism:Drugs Used In Diabetes:Blood Glucose Lowering Drugs, Excl. Insulins:Other blood glucose lowering drugs, excl. insulins]	-tide	Glucagon-like peptide 1 receptor agonist			CHEMBL1784	Glucagon-like peptide 1 receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=5a9ef4ea-c76a-4d34-a604-27c5b505f5a4, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5a9ef4ea-c76a-4d34-a604-27c5b505f5a4	
CHEMBL1201867	Ferumoxytol	Unknown	2009				Unknown										Name:DailyMed, SrcID:setid=32b0e320-a739-11dc-a704-0002a5d5c51b#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=32b0e320-a739-11dc-a704-0002a5d5c51b#nlm34090-1	
CHEMBL112	Acetaminophen	Small molecule	1968	N02BE71; N02BE51; N02BE01	N02BE71 [Nervous System:Analgesics:Other Analgesics And Antipyretics:Anilides]; N02BE51 [Nervous System:Analgesics:Other Analgesics And Antipyretics:Anilides]; N02BE01 [Nervous System:Analgesics:Other Analgesics And Antipyretics:Anilides]		Vanilloid receptor opener	Active metabolite, AM404, activates vanilloid receptor (TRPV1)		CHEMBL4794	Vanilloid receptor	OPENER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:15987694, URL:http://europepmc.org/abstract/MED/15987694|Name:PubMed, SrcID:20862299, URL:http://europepmc.org/abstract/MED/20862299	CC(=O)Nc1ccc(O)cc1
CHEMBL578	Enalapril	Small molecule	1985	C09AA02	C09AA02 [Cardiovascular System:Agents Acting On The Renin-Angiotensin System:Ace Inhibitors, Plain:ACE inhibitors, plain]	-pril	Angiotensin-converting enzyme inhibitor			CHEMBL1808	Angiotensin-converting enzyme	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=2b9b72f5-ef3d-8401-bb91-9b75f80a1809, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2b9b72f5-ef3d-8401-bb91-9b75f80a1809	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
CHEMBL119	Trimetrexate	Small molecule	1993	P01AX07	P01AX07 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Agents Against Amoebiasis And Other Protozoal Diseases:Other agents against amoebiasis and other protozoal diseases]	-trexate	Dihydrofolate reductase inhibitor			CHEMBL1926	Dihydrofolate reductase	INHIBITOR	Pneumocystis carinii	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=ad0f8925-f817-4460-aa6b-172a043a440b, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ad0f8925-f817-4460-aa6b-172a043a440b	COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
CHEMBL596	Fentanyl	Small molecule	1968	N01AH01; N01AH51; N02AB03	N01AH01 [Nervous System:Anesthetics:Anesthetics, General:Opioid anesthetics]; N01AH51 [Nervous System:Anesthetics:Anesthetics, General:Opioid anesthetics]; N02AB03 [Nervous System:Analgesics:Opioids:Phenylpiperidine derivatives]		Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=4906457e-30ad-4da7-b3ac-bb9e6651a670#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4906457e-30ad-4da7-b3ac-bb9e6651a670#nlm34090-1	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3
CHEMBL601	Aminolevulinic Acid	Small molecule	1999	L01XD04	L01XD04 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Sensitizers used in photodynamic/radiation therapy]		DNA inhibitor	Photodynamic therapy		CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=e45cc371-9ebc-4904-12bc-65cb4e2817ad#section-12, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e45cc371-9ebc-4904-12bc-65cb4e2817ad#section-12	NCC(=O)CCC(=O)O
CHEMBL602	Cysteamine	Small molecule	1994	A16AA04; S01XA21	A16AA04 [Alimentary Tract And Metabolism:Other Alimentary Tract And Metabolism Products:Other Alimentary Tract And Metabolism Products:Amino acids and derivatives]; S01XA21 [Sensory Organs:Ophthalmologicals:Other Ophthalmologicals:Other ophthalmologicals]		Cystine hydrolytic enzyme			CHEMBL2364039	Cystine	HYDROLYTIC ENZYME	Homo sapiens	SMALL MOLECULE			Name:DailyMed, SrcID:setid=b98ee838-ed23-42a9-93b5-72579e490fba#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b98ee838-ed23-42a9-93b5-72579e490fba#nlm34090-1|Name:DailyMed, SrcID:setid=f495b76d-96c6-48e5-8fa3-30a4336628eb#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f495b76d-96c6-48e5-8fa3-30a4336628eb#nlm34090-1	NCCS
CHEMBL621	Trazodone	Small molecule	1981	N06AX05	N06AX05 [Nervous System:Psychoanaleptics:Antidepressants:Other antidepressants]		Serotonin 2c (5-HT2c) receptor antagonist			CHEMBL225	Serotonin 2c (5-HT2c) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=88c45123-f475-4dd0-bbac-c261868924ef#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=88c45123-f475-4dd0-bbac-c261868924ef#nlm34090-1	Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2
CHEMBL623	Nefazodone	Small molecule	1994	N06AX06	N06AX06 [Nervous System:Psychoanaleptics:Antidepressants:Other antidepressants]		Serotonin 2c (5-HT2c) receptor antagonist			CHEMBL225	Serotonin 2c (5-HT2c) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b1d149db-ad43-4f3f-aef1-fb0395ba4191#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b1d149db-ad43-4f3f-aef1-fb0395ba4191#nlm34090-1	CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4
CHEMBL628	Pentoxifylline	Small molecule	1984	C04AD03	C04AD03 [Cardiovascular System:Peripheral Vasodilators:Peripheral Vasodilators:Purine derivatives]	-fylline; -tox-	Adenosine A2 receptor antagonist			CHEMBL2094257	Adenosine A2 receptor	ANTAGONIST	Homo sapiens	PROTEIN FAMILY			Name:FDA, SrcID:label/2012/018631s039lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/018631s039lbl.pdf|Name:PubMed, SrcID:19997047, URL:http://europepmc.org/abstract/MED/19997047	CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C
CHEMBL635	Prednisone	Small molecule	1955	A07EA03; H02AB07	A07EA03 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinflammatory Agents:Corticosteroids acting locally]; H02AB07 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]	pred-	Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:978-1-889788-85-2, URL:http://www.isbnsearch.org/isbn/9781889788852|Name:PubMed, SrcID:22850902, URL:http://europepmc.org/abstract/MED/22850902	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
CHEMBL644	Trimipramine	Small molecule	1979	N06AA06	N06AA06 [Nervous System:Psychoanaleptics:Antidepressants:Non-selective monoamine reuptake inhibitors]	-pramine	Dopamine D2 receptor antagonist			CHEMBL217	Dopamine D2 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:0443-059748 PP. 555, URL:http://www.isbnsearch.org/isbn/0443059748	CC(CN(C)C)CN1c2ccccc2CCc3ccccc13
CHEMBL644	Trimipramine	Small molecule	1979	N06AA06	N06AA06 [Nervous System:Psychoanaleptics:Antidepressants:Non-selective monoamine reuptake inhibitors]	-pramine	Adrenergic receptor alpha-1 antagonist			CHEMBL2094251	Adrenergic receptor alpha-1	ANTAGONIST	Homo sapiens	PROTEIN FAMILY			Name:ISBN, SrcID:0443-059748 PP. 555, URL:http://www.isbnsearch.org/isbn/0443059748|Name:PubMed, SrcID:16229049, URL:http://europepmc.org/abstract/MED/16229049	CC(CN(C)C)CN1c2ccccc2CCc3ccccc13
CHEMBL654	Mirtazapine	Small molecule	1996	N06AX11	N06AX11 [Nervous System:Psychoanaleptics:Antidepressants:Other antidepressants]	-pin(e)	Serotonin 2c (5-HT2c) receptor antagonist			CHEMBL225	Serotonin 2c (5-HT2c) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f23631be-c7ae-46e9-b771-a70be17bc9f0#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f23631be-c7ae-46e9-b771-a70be17bc9f0#nlm34090-1	CN1CCN2C(C1)c3ccccc3Cc4cccnc24
CHEMBL661	Alprazolam	Small molecule	1981	N05BA12	N05BA12 [Nervous System:Psycholeptics:Anxiolytics:Benzodiazepine derivatives]		GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Benzodiazepine binding site	Benzodiazepine site	Name:PubMed, SrcID:14978513, URL:http://europepmc.org/abstract/MED/14978513|Name:PubMed, SrcID:18384456, URL:http://europepmc.org/abstract/MED/18384456	Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12
CHEMBL667	Acetylcholine	Small molecule	1973	S01EB09	S01EB09 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Parasympathomimetics]		Muscarinic acetylcholine receptor M3 agonist	Indicated for miosis, M3 likely involved (main form in iris)		CHEMBL245	Muscarinic acetylcholine receptor M3	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:2912119, URL:http://europepmc.org/abstract/MED/2912119	CC(=O)OCC[N+](C)(C)C
CHEMBL673	Pargyline	Small molecule	1982	C02KC01	C02KC01 [Cardiovascular System:Antihypertensives:Other Antihypertensives:MAO inhibitors]		Monoamine oxidase inhibitor			CHEMBL2095205	Monoamine oxidase	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:9564606, URL:http://europepmc.org/abstract/MED/9564606	CN(CC#C)Cc1ccccc1
CHEMBL681	Etomidate	Small molecule	1982	N01AX07	N01AX07 [Nervous System:Anesthetics:Anesthetics, General:Other general anesthetics]		GABA-A receptor; anion channel positive modulator		selectivity for beta-3 containing complexes	CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP		Likely allosteric but unclear whether benzodiazepine or barbiturate site involved	Name:PubMed, SrcID:16402123, URL:http://europepmc.org/abstract/MED/16402123|Name:PubMed, SrcID:19555700, URL:http://europepmc.org/abstract/MED/19555700	CCOC(=O)c1cncn1[C@H](C)c2ccccc2
CHEMBL697	Methsuximide	Small molecule	1957	N03AD03	N03AD03 [Nervous System:Antiepileptics:Antiepileptics:Succinimide derivatives]		Voltage-gated T-type calcium channel blocker			CHEMBL2362995	Voltage-gated T-type calcium channel	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:11641441, URL:http://europepmc.org/abstract/MED/11641441|Name:PubMed, SrcID:12522170, URL:http://europepmc.org/abstract/MED/12522170	CN1C(=O)CC(C)(C1=O)c2ccccc2
CHEMBL708	Ziprasidone	Small molecule	2001	N05AE04	N05AE04 [Nervous System:Psycholeptics:Antipsychotics:Indole derivatives]	-sidone	Serotonin 2c (5-HT2c) receptor antagonist			CHEMBL225	Serotonin 2c (5-HT2c) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=5c03ca62-5dd5-4cf5-abc7-b0c2873503dd#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5c03ca62-5dd5-4cf5-abc7-b0c2873503dd#nlm34090-1	Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45
CHEMBL713	Entecavir	Small molecule	2005	J05AF10	J05AF10 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Nucleoside and nucleotide reverse transcriptase inhibitors]	-vir	DNA polymerase/reverse transcriptase inhibitor			CHEMBL2362994	DNA polymerase/reverse transcriptase	INHIBITOR	Hepatitis B virus	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=046e61c9-9298-4b2e-b76e-b26b81fecd20, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=046e61c9-9298-4b2e-b76e-b26b81fecd20	NC1=Nc2c(ncn2[C@H]3C[C@H](O)[C@@H](CO)C3=C)C(=O)N1
CHEMBL141	Lamivudine	Small molecule	1995	J05AF05	J05AF05 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Nucleoside and nucleotide reverse transcriptase inhibitors]	-vudine	DNA inhibitor	When monophosporylated is incorporates into the DNA, when triphosporylated inhibits the enzymes		CHEMBL2363048	DNA	INHIBITOR	Hepatitis B virus	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e	NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2
CHEMBL727	Thioguanine	Small molecule	1966	L01BB03	L01BB03 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Purine analogues]		DNA inhibitor			CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=dfda4177-3c9d-44ab-3ca6-e4db8e9fc603, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dfda4177-3c9d-44ab-3ca6-e4db8e9fc603	NC1=Nc2[nH]cnc2C(=S)N1
CHEMBL734	Acetohydroxamic Acid	Small molecule	1983	G04BX03	G04BX03 [Genito Urinary System And Sex Hormones:Urologicals:Urologicals:Other urologicals]		Bacterial urease inhibitor			CHEMBL2364683	Bacterial urease	INHIBITOR	Bacteria	PROTEIN COMPLEX			Name:DailyMed, SrcID:setid=6660b616-a82d-9109-19ce-2bdf9747acea#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6660b616-a82d-9109-19ce-2bdf9747acea#nlm34090-1	CC(=O)NO
CHEMBL184618	Neomycin	Small molecule	1957	A07AA51; R02AB01; J01GB05; S03AA01; B05CA09; S02AA07; S01AA03; A07AA01; D06AX04; A01AB08	A07AA51 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinfectives:Antibiotics]; R02AB01 [Respiratory System:Throat Preparations:Throat Preparations:Antibiotics]; J01GB05 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Aminoglycoside Antibacterials:Other aminoglycosides]; S03AA01 [Sensory Organs:Ophthalmological And Otological Preparations:Antiinfectives:Antiinfectives]; B05CA09 [Blood And Blood Forming Organs:Blood Substitutes And Perfusion Solutions:Irrigating Solutions:Antiinfectives]; S02AA07 [Sensory Organs:Otologicals:Antiinfectives:Antiinfectives]; S01AA03 [Sensory Organs:Ophthalmologicals:Antiinfectives:Antibiotics]; A07AA01 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinfectives:Antibiotics]; D06AX04 [Dermatologicals:Antibiotics And Chemotherapeutics For Dermatological Use:Antibiotics For Topical Use:Other antibiotics for topical use]; A01AB08 [Alimentary Tract And Metabolism:Stomatological Preparations:Stomatological Preparations:Antiinfectives and antiseptics for local oral treatment]	-mycin	Bacterial 70S ribosome inhibitor			CHEMBL2363135	Bacterial 70S ribosome	INHIBITOR	Bacteria	PROTEIN NUCLEIC-ACID COMPLEX	16S ribosomal RNA	16s RRNA	Name:PubMed, SrcID:17131180, URL:http://europepmc.org/abstract/MED/17131180|Name:PubMed, SrcID:17553640, URL:http://europepmc.org/abstract/MED/17553640|Name:PubMed, SrcID:17875999, URL:http://europepmc.org/abstract/MED/17875999|Name:PubMed, SrcID:18060665, URL:http://europepmc.org/abstract/MED/18060665	NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
CHEMBL1370	Budesonide	Small molecule	1994	R03BA02; A07EA06; D07AC09; R01AD05	R03BA02 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Drugs For Obstructive Airway Diseases, Inhalants:Glucocorticoids]; A07EA06 [Alimentary Tract And Metabolism:Antidiarrheals, Intestinal Antiinflammatory/Antiinfective :Intestinal Antiinflammatory Agents:Corticosteroids acting locally]; D07AC09 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, potent (group III)]; R01AD05 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Corticosteroids]	-onide	Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:KEGG, SrcID:D00246, URL:http://www.kegg.jp/dbget-bin/www_bget?dr:D00246|Name:PubMed, SrcID:11730731, URL:http://europepmc.org/abstract/MED/11730731|Name:PubMed, SrcID:12601049, URL:http://europepmc.org/abstract/MED/12601049|Name:PubMed, SrcID:12920235, URL:http://europepmc.org/abstract/MED/12920235	CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
CHEMBL1388	Monobenzone	Small molecule	1952	D11AX13	D11AX13 [Dermatologicals:Other Dermatological Preparations:Other Dermatological Preparations:Other dermatologicals]		Tyrosinase inhibitor			CHEMBL1973	Tyrosinase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:19159217, URL:http://europepmc.org/abstract/MED/19159217	Oc1ccc(OCc2ccccc2)cc1
CHEMBL1397	Posaconazole	Small molecule	2006	J02AC04	J02AC04 [Antiinfectives For Systemic Use:Antimycotics For Systemic Use:Antimycotics For Systemic Use:Triazole derivatives]	-conazole	Cytochrome P450 51 inhibitor			CHEMBL1780	Cytochrome P450 51	INHIBITOR	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b073b082-7b57-4423-8c06-4fd4263d6f84, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b073b082-7b57-4423-8c06-4fd4263d6f84	CC[C@@H]([C@H](C)O)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@@H]5CO[C@](Cn6cncn6)(C5)c7ccc(F)cc7F)cc4
CHEMBL178	Daunorubicin	Small molecule	1979	L01DB02	L01DB02 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Cytotoxic Antibiotics And Related Substances:Anthracyclines and related substances]	-rubicin	DNA inhibitor			CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=326cd915-5d90-46a5-9a27-af39b9ced7cc, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=326cd915-5d90-46a5-9a27-af39b9ced7cc	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C
CHEMBL204656	Elvitegravir	Small molecule	2012	J05AX11	J05AX11 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Other antivirals]	-vir	Human immunodeficiency virus type 1 integrase inhibitor	HIV-1 integrase strand transfer inhibitor		CHEMBL3471	Human immunodeficiency virus type 1 integrase	INHIBITOR	Human immunodeficiency virus 1	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=74ae2a93-b267-444c-8f0f-a2a6522260ee, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=74ae2a93-b267-444c-8f0f-a2a6522260ee	COc1cc2N(C=C(C(=O)O)C(=O)c2cc1Cc3cccc(Cl)c3F)[C@H](CO)C(C)C
CHEMBL1419	Sibutramine	Small molecule	1997	A08AA10	A08AA10 [Alimentary Tract And Metabolism:Antiobesity Preparations, Excl. Diet Products:Antiobesity Preparations, Excl. Diet Products:Centrally acting antiobesity products]		Monoamine transporter inhibitor			CHEMBL2363064	Monoamine transporter	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=c0333e62-bb00-4722-27b6-dca6ab4d1eb1#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c0333e62-bb00-4722-27b6-dca6ab4d1eb1#nlm34090-1	CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2
CHEMBL384467	Dexamethasone	Small molecule	1958	R01AD03; D07XB05; C05AA09; D10AA03; H02AB02; S01BA01; S03BA01; A01AC02; S02BA06; S01CB01; D07AB19; R01AD53	R01AD03 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Corticosteroids]; D07XB05 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Other Combinations:Corticosteroids, moderately potent, other combinations]; C05AA09 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Corticosteroids]; D10AA03 [Dermatologicals:Anti-Acne Preparations:Anti-Acne Preparations For Topical Use:Corticosteroids, combinations for treatment of acne]; H02AB02 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]; S01BA01 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Corticosteroids, plain]; S03BA01 [Sensory Organs:Ophthalmological And Otological Preparations:Corticosteroids:Corticosteroids]; A01AC02 [Alimentary Tract And Metabolism:Stomatological Preparations:Stomatological Preparations:Corticosteroids for local oral treatment]; S02BA06 [Sensory Organs:Otologicals:Corticosteroids:Corticosteroids]; S01CB01 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents And Antiinfectives In Combination:Corticosteroids/antiinfectives/mydriatics in combination]; D07AB19 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, moderately potent (group II)]; R01AD53 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Corticosteroids]		Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16891588, URL:http://europepmc.org/abstract/MED/16891588|Name:PubMed, SrcID:16956592, URL:http://europepmc.org/abstract/MED/16956592|Name:PubMed, SrcID:16971495, URL:http://europepmc.org/abstract/MED/16971495	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL220491	Brinzolamide	Small molecule	1998	S01EC04	S01EC04 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Carbonic anhydrase inhibitors]	-zolamide	Carbonic anhydrase II inhibitor			CHEMBL205	Carbonic anhydrase II	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=e9ea2ae7-1b98-4034-9fba-8ce2225e0145#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e9ea2ae7-1b98-4034-9fba-8ce2225e0145#nlm34090-1	CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(=O)(=O)N
CHEMBL220492	Topiramate	Small molecule	1996	N03AX11	N03AX11 [Nervous System:Antiepileptics:Antiepileptics:Other antiepileptics]		Glutamate receptor ionotropic kainate antagonist			CHEMBL2109241	Glutamate receptor ionotropic kainate	ANTAGONIST	Homo sapiens	PROTEIN COMPLEX GROUP			Name:DailyMed, SrcID:setid=21628112-0c47-11df-95b3-498d55d89593#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=21628112-0c47-11df-95b3-498d55d89593#nlm34090-1|Name:PubMed, SrcID:10768292, URL:http://europepmc.org/abstract/MED/10768292	CC1(C)O[C@@H]2CO[C@@]3(COS(=O)(=O)N)OC(C)(C)O[C@H]3[C@@H]2O1
CHEMBL376359	Alogliptin	Small molecule	2013	A10BH04	A10BH04 [Alimentary Tract And Metabolism:Drugs Used In Diabetes:Blood Glucose Lowering Drugs, Excl. Insulins:Dipeptidyl peptidase 4 (DPP-4) inhibitors]	-gliptin	Dipeptidyl peptidase IV inhibitor			CHEMBL284	Dipeptidyl peptidase IV	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=a3768c7e-aa4c-44d3-bc53-43bb7346c0b0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a3768c7e-aa4c-44d3-bc53-43bb7346c0b0	CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(Cc3ccccc3C#N)C1=O
CHEMBL1448	Niclosamide	Small molecule	1982	P02DA01	P02DA01 [Antiparasitic Products, Insecticides And Repellents:Anthelmintics:Anticestodals:Salicylic acid derivatives]		DNA inhibitor			CHEMBL2366043	DNA	INHIBITOR	Schistosoma mansoni	NUCLEIC-ACID			Name:PubMed, SrcID:12392939, URL:http://europepmc.org/abstract/MED/12392939	Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-]
CHEMBL1450	Atovaquone	Small molecule	1992	P01AX06	P01AX06 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Agents Against Amoebiasis And Other Protozoal Diseases:Other agents against amoebiasis and other protozoal diseases]		Cytochrome b inhibitor			CHEMBL1777	Cytochrome b	INHIBITOR	Plasmodium falciparum	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b426b6bf-f07e-4580-97ae-dfca1ddf5b8f, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b426b6bf-f07e-4580-97ae-dfca1ddf5b8f#nlm34090-1|Name:PubMed, SrcID:20855748, URL:http://europepmc.org/abstract/MED/20855748	OC1=C([C@@H]2CC[C@H](CC2)c3ccc(Cl)cc3)C(=O)c4ccccc4C1=O
